,image,label,class,x_center,y_center,width,height
80,monitoring_system_1962.JPG,monitoring_system_1962.txt,0,0.353125,0.213333,0.101250,0.050000
81,parking_lot1_11.JPG,parking_lot1_11.txt,0,0.180147,0.826525,0.083946,0.052832
82,monitoring_system_641.JPG,monitoring_system_641.txt,0,0.378750,0.687500,0.130000,0.061667
83,cropped_parking_lot_124.JPG,cropped_parking_lot_124.txt,0,0.431270,0.629568,0.681433,0.289037
84,monitoring_system_2446.JPG,monitoring_system_2446.txt,0,0.775625,0.590000,0.126250,0.056667
85,monitoring_system_1109.JPG,monitoring_system_1109.txt,0,0.725000,0.080833,0.092500,0.038333
86,cropped_parking_lot_273.JPG,cropped_parking_lot_273.txt,0,0.504938,0.473144,0.646091,0.364929
87,monitoring_system_496.JPG,monitoring_system_496.txt,0,0.675000,0.062500,0.077500,0.038333
88,monitoring_system_2592.JPG,monitoring_system_2592.txt,0,0.065000,0.437500,0.112500,0.048333
89,parking_lot1_279.JPG,parking_lot1_279.txt,0,0.277267,0.310458,0.110294,0.061002
90,monitoring_system_63.JPG,monitoring_system_63.txt,0,0.543125,0.803333,0.156250,0.083333
91,parking_lot1_352.JPG,parking_lot1_352.txt,0,0.256281,0.688725,0.138174,0.101852
92,monitoring_system_2519.JPG,monitoring_system_2519.txt,0,0.453125,0.315833,0.103750,0.045000
93,monitoring_system_602.JPG,monitoring_system_602.txt,0,0.310625,0.058333,0.091250,0.040000
94,monitoring_system_2007.JPG,monitoring_system_2007.txt,0,0.826250,0.097500,0.090000,0.035000
95,monitoring_system_1851.JPG,monitoring_system_1851.txt,0,0.867500,0.130833,0.090000,0.038333
96,monitoring_system_130.JPG,monitoring_system_130.txt,0,0.453750,0.241667,0.092500,0.043333
97,monitoring_system_999.JPG,monitoring_system_999.txt,0,0.595625,0.147500,0.101250,0.045000
98,parking_lot1_492.JPG,parking_lot1_492.txt,0,0.136336,0.326593,0.059436,0.035539
99,parking_lot1_344.JPG,parking_lot1_344.txt,0,0.717371,0.294390,0.086703,0.084423
100,monitoring_system_2714.JPG,monitoring_system_2714.txt,0,0.310000,0.205833,0.117500,0.045000
101,monitoring_system_2771.JPG,monitoring_system_2771.txt,0,0.696250,0.022500,0.072500,0.035000
102,monitoring_system_1905.JPG,monitoring_system_1905.txt,0,0.827500,0.415000,0.102500,0.056667
103,parking_lot1_456.JPG,parking_lot1_456.txt,0,0.297641,0.322440,0.071385,0.040305
104,monitoring_system_2544.JPG,monitoring_system_2544.txt,0,0.769375,0.545833,0.118750,0.058333
105,parking_lot1_469.JPG,parking_lot1_469.txt,0,0.840839,0.712963,0.155331,0.079521
106,monitoring_system_2920.JPG,monitoring_system_2920.txt,0,0.792500,0.035000,0.087500,0.033333
107,parking_lot1_78.JPG,parking_lot1_78.txt,0,0.408241,0.571078,0.158395,0.088780
108,monitoring_system_276.JPG,monitoring_system_276.txt,0,0.400000,0.287500,0.102500,0.045000
109,monitoring_system_2448.JPG,monitoring_system_2448.txt,0,0.801250,0.655000,0.132500,0.053333
110,monitoring_system_2856.JPG,monitoring_system_2856.txt,0,0.847500,0.068333,0.072500,0.033333
111,monitoring_system_2607.JPG,monitoring_system_2607.txt,0,0.364375,0.092500,0.088750,0.038333
112,monitoring_system_720.JPG,monitoring_system_720.txt,0,0.530000,0.221667,0.100000,0.050000
113,monitoring_system_844.JPG,monitoring_system_844.txt,0,0.722500,0.015000,0.072500,0.030000
114,monitoring_system_2236.JPG,monitoring_system_2236.txt,0,0.825000,0.046667,0.080000,0.036667
115,monitoring_system_379.JPG,monitoring_system_379.txt,0,0.725625,0.625833,0.143750,0.071667
116,parking_lot1_20.JPG,parking_lot1_20.txt,0,0.512714,0.586601,0.113664,0.069717
117,parking_lot1_120.JPG,parking_lot1_120.txt,0,0.750766,0.206699,0.223958,0.135621
118,monitoring_system_353.JPG,monitoring_system_353.txt,0,0.696250,0.197500,0.115000,0.048333
119,monitoring_system_458.JPG,monitoring_system_458.txt,0,0.787500,0.058333,0.077500,0.033333
120,monitoring_system_1038.JPG,monitoring_system_1038.txt,0,0.690000,0.137500,0.090000,0.045000
121,cropped_parking_lot_174.JPG,cropped_parking_lot_174.txt,0,0.483595,0.530679,0.467903,0.233681
122,monitoring_system_963.JPG,monitoring_system_963.txt,0,0.178125,0.063333,0.081250,0.043333
123,monitoring_system_2395.JPG,monitoring_system_2395.txt,0,0.326875,0.292500,0.106250,0.048333
124,monitoring_system_2333.JPG,monitoring_system_2333.txt,0,0.457500,0.198333,0.087500,0.053333
125,monitoring_system_523.JPG,monitoring_system_523.txt,0,0.520625,0.385833,0.108750,0.048333
126,monitoring_system_2654.JPG,monitoring_system_2654.txt,0,0.851250,0.958333,0.147500,0.073333
127,monitoring_system_226.JPG,monitoring_system_226.txt,0,0.694375,0.327500,0.106250,0.045000
128,parking_lot1_563.JPG,parking_lot1_563.txt,0,0.513634,0.566449,0.137561,0.088235
129,monitoring_system_2522.JPG,monitoring_system_2522.txt,0,0.611875,0.665833,0.148750,0.065000
130,monitoring_system_815.JPG,monitoring_system_815.txt,0,0.822500,0.076667,0.085000,0.040000
131,monitoring_system_1947.JPG,monitoring_system_1947.txt,0,0.823750,0.109167,0.080000,0.041667
132,monitoring_system_2878.JPG,monitoring_system_2878.txt,0,0.091875,0.056667,0.086250,0.043333
133,monitoring_system_1736.JPG,monitoring_system_1736.txt,0,0.065625,0.436667,0.111250,0.046667
134,cropped_parking_lot_309.JPG,cropped_parking_lot_309.txt,0,0.493815,0.459032,0.272122,0.173184
135,monitoring_system_1358.JPG,monitoring_system_1358.txt,0,0.544375,0.367500,0.108750,0.051667
136,monitoring_system_1853.JPG,monitoring_system_1853.txt,0,0.894375,0.090833,0.086250,0.035000
137,cropped_parking_lot_214.JPG,cropped_parking_lot_214.txt,0,0.446809,0.615665,0.571429,0.265938
138,monitoring_system_25.JPG,monitoring_system_25.txt,0,0.619375,0.632500,0.133750,0.071667
139,monitoring_system_323.JPG,monitoring_system_323.txt,0,0.572500,0.765000,0.145000,0.076667
140,monitoring_system_2045.JPG,monitoring_system_2045.txt,0,0.761875,0.620833,0.123750,0.055000
141,monitoring_system_2498.JPG,monitoring_system_2498.txt,0,0.511875,0.475000,0.118750,0.050000
142,monitoring_system_282.JPG,monitoring_system_282.txt,0,0.712500,0.024167,0.082500,0.035000
143,monitoring_system_1585.JPG,monitoring_system_1585.txt,0,0.856250,0.198333,0.095000,0.046667
144,monitoring_system_2469.JPG,monitoring_system_2469.txt,0,0.486875,0.202500,0.106250,0.045000
145,monitoring_system_1486.JPG,monitoring_system_1486.txt,0,0.252500,0.170000,0.085000,0.046667
146,parking_lot1_193.JPG,parking_lot1_193.txt,0,0.414675,0.639434,0.117341,0.069717
147,monitoring_system_2380.JPG,monitoring_system_2380.txt,0,0.116250,0.092500,0.087500,0.038333
148,monitoring_system_750.JPG,monitoring_system_750.txt,0,0.705000,0.815000,0.155000,0.063333
149,cropped_parking_lot_162.JPG,cropped_parking_lot_162.txt,0,0.501943,0.577933,0.519037,0.269702
150,monitoring_system_1330.JPG,monitoring_system_1330.txt,0,0.848125,0.391667,0.106250,0.050000
151,monitoring_system_1854.JPG,monitoring_system_1854.txt,0,0.837500,0.142500,0.100000,0.045000
152,monitoring_system_136.JPG,monitoring_system_136.txt,0,0.834375,0.123333,0.106250,0.036667
153,parking_lot1_428.JPG,parking_lot1_428.txt,0,0.549020,0.641612,0.123775,0.094771
154,monitoring_system_2667.JPG,monitoring_system_2667.txt,0,0.590000,0.258333,0.097500,0.026667
155,monitoring_system_1746.JPG,monitoring_system_1746.txt,0,0.620000,0.200833,0.092500,0.045000
156,monitoring_system_941.JPG,monitoring_system_941.txt,0,0.910625,0.098333,0.076250,0.043333
157,monitoring_system_475.JPG,monitoring_system_475.txt,0,0.608125,0.486667,0.123750,0.060000
158,monitoring_system_1539.JPG,monitoring_system_1539.txt,0,0.896250,0.220000,0.100000,0.040000
159,parking_lot1_188.JPG,parking_lot1_188.txt,0,0.534620,0.593137,0.128064,0.079521
160,monitoring_system_948.JPG,monitoring_system_948.txt,0,0.223750,0.137500,0.092500,0.045000
161,monitoring_system_1699.JPG,monitoring_system_1699.txt,0,0.470000,0.502500,0.117500,0.065000
162,monitoring_system_1238.JPG,monitoring_system_1238.txt,0,0.368750,0.213333,0.112500,0.036667
163,monitoring_system_503.JPG,monitoring_system_503.txt,0,0.064375,0.431667,0.111250,0.056667
164,monitoring_system_1705.JPG,monitoring_system_1705.txt,0,0.462500,0.429167,0.120000,0.051667
165,monitoring_system_731.JPG,monitoring_system_731.txt,0,0.731875,0.544167,0.126250,0.055000
166,monitoring_system_335.JPG,monitoring_system_335.txt,0,0.896250,0.141667,0.087500,0.043333
167,monitoring_system_812.JPG,monitoring_system_812.txt,0,0.448125,0.799167,0.151250,0.065000
168,monitoring_system_35.JPG,monitoring_system_35.txt,0,0.706875,0.017500,0.076250,0.031667
169,parking_lot1_363.JPG,parking_lot1_363.txt,0,0.201440,0.930556,0.075061,0.063725
170,parking_lot1_249.JPG,parking_lot1_249.txt,0,0.871783,0.879630,0.129596,0.101307
171,monitoring_system_793.JPG,monitoring_system_793.txt,0,0.353125,0.288333,0.106250,0.043333
172,monitoring_system_2664.JPG,monitoring_system_2664.txt,0,0.347500,0.213333,0.097500,0.040000
173,monitoring_system_1796.JPG,monitoring_system_1796.txt,0,0.353125,0.567500,0.138750,0.065000
174,parking_lot1_311.JPG,parking_lot1_311.txt,0,0.315717,0.300109,0.208640,0.103486
175,monitoring_system_71.JPG,monitoring_system_71.txt,0,0.772500,0.169167,0.102500,0.038333
176,parking_lot1_317.JPG,parking_lot1_317.txt,0,0.890931,0.844227,0.071691,0.046841
177,monitoring_system_2685.JPG,monitoring_system_2685.txt,0,0.158125,0.015833,0.071250,0.028333
178,monitoring_system_2901.JPG,monitoring_system_2901.txt,0,0.531250,0.376667,0.107500,0.050000
179,monitoring_system_324.JPG,monitoring_system_324.txt,0,0.212500,0.129167,0.097500,0.041667
180,monitoring_system_1033.JPG,monitoring_system_1033.txt,0,0.721250,0.018333,0.067500,0.033333
181,monitoring_system_2253.JPG,monitoring_system_2253.txt,0,0.753125,0.055833,0.081250,0.041667
182,monitoring_system_1264.JPG,monitoring_system_1264.txt,0,0.065000,0.437500,0.112500,0.048333
183,monitoring_system_817.JPG,monitoring_system_817.txt,0,0.846250,0.085833,0.087500,0.038333
184,parking_lot1_232.JPG,parking_lot1_232.txt,0,0.492034,0.528322,0.161765,0.093682
185,cropped_parking_lot_305.JPG,cropped_parking_lot_305.txt,0,0.501415,0.632743,0.569710,0.230089
186,monitoring_system_2917.JPG,monitoring_system_2917.txt,0,0.631250,0.435833,0.115000,0.051667
187,cropped_parking_lot_135.JPG,cropped_parking_lot_135.txt,0,0.454865,0.510178,0.293083,0.267176
188,monitoring_system_2689.JPG,monitoring_system_2689.txt,0,0.710625,0.520833,0.133750,0.051667
189,monitoring_system_1757.JPG,monitoring_system_1757.txt,0,0.065000,0.437500,0.112500,0.048333
190,monitoring_system_139.JPG,monitoring_system_139.txt,0,0.804375,0.100833,0.081250,0.041667
191,parking_lot1_254.JPG,parking_lot1_254.txt,0,0.153033,0.129902,0.038909,0.032135
192,monitoring_system_1751.JPG,monitoring_system_1751.txt,0,0.405625,0.372500,0.093750,0.045000
193,monitoring_system_2833.JPG,monitoring_system_2833.txt,0,0.927500,0.020833,0.075000,0.031667
194,monitoring_system_705.JPG,monitoring_system_705.txt,0,0.500000,0.247500,0.097500,0.045000
195,monitoring_system_2084.JPG,monitoring_system_2084.txt,0,0.958750,0.127500,0.080000,0.035000
196,cropped_parking_lot_35.JPG,cropped_parking_lot_35.txt,0,0.206042,0.712924,0.215337,0.213983
197,monitoring_system_1149.JPG,monitoring_system_1149.txt,0,0.948125,0.223333,0.098750,0.040000
198,monitoring_system_1078.JPG,monitoring_system_1078.txt,0,0.541250,0.379167,0.107500,0.058333
199,monitoring_system_580.JPG,monitoring_system_580.txt,0,0.928125,0.255833,0.093750,0.038333
200,monitoring_system_2201.JPG,monitoring_system_2201.txt,0,0.489375,0.083333,0.086250,0.043333
201,monitoring_system_895.JPG,monitoring_system_895.txt,0,0.871250,0.040000,0.080000,0.033333
202,parking_lot1_542.JPG,parking_lot1_542.txt,0,0.213235,0.581972,0.080270,0.044118
203,monitoring_system_2209.JPG,monitoring_system_2209.txt,0,0.503125,0.262500,0.091250,0.048333
204,monitoring_system_1698.JPG,monitoring_system_1698.txt,0,0.348750,0.425833,0.130000,0.051667
205,monitoring_system_107.JPG,monitoring_system_107.txt,0,0.784375,0.409167,0.106250,0.055000
206,cropped_parking_lot_133.JPG,cropped_parking_lot_133.txt,0,0.576636,0.415913,0.517757,0.318264
207,parking_lot1_171.JPG,parking_lot1_171.txt,0,0.747243,0.013617,0.038603,0.018519
208,parking_lot1_489.JPG,parking_lot1_489.txt,0,0.376685,0.453431,0.110600,0.068083
209,monitoring_system_1488.JPG,monitoring_system_1488.txt,0,0.416250,0.540000,0.142500,0.060000
210,monitoring_system_2528.JPG,monitoring_system_2528.txt,0,0.811250,0.133333,0.087500,0.043333
211,monitoring_system_2038.JPG,monitoring_system_2038.txt,0,0.182500,0.045833,0.085000,0.045000
212,parking_lot1_211.JPG,parking_lot1_211.txt,0,0.802083,0.165033,0.058824,0.038126
213,cropped_parking_lot_279.JPG,cropped_parking_lot_279.txt,0,0.573013,0.664348,0.635860,0.281739
214,monitoring_system_369.JPG,monitoring_system_369.txt,0,0.568125,0.064167,0.088750,0.041667
215,monitoring_system_2098.JPG,monitoring_system_2098.txt,0,0.876875,0.215833,0.096250,0.041667
216,cropped_parking_lot_170.JPG,cropped_parking_lot_170.txt,0,0.506416,0.478906,0.456801,0.301562
217,cropped_parking_lot_264.JPG,cropped_parking_lot_264.txt,0,0.470716,0.396186,0.312364,0.182203
218,monitoring_system_465.JPG,monitoring_system_465.txt,0,0.756875,0.055000,0.078750,0.040000
219,monitoring_system_2776.JPG,monitoring_system_2776.txt,0,0.940000,0.242500,0.097500,0.041667
220,parking_lot1_63.JPG,parking_lot1_63.txt,0,0.928002,0.459695,0.098652,0.068627
221,parking_lot1_66.JPG,parking_lot1_66.txt,0,0.063419,0.547386,0.095588,0.051198
222,monitoring_system_1492.JPG,monitoring_system_1492.txt,0,0.065625,0.430833,0.111250,0.055000
223,monitoring_system_2185.JPG,monitoring_system_2185.txt,0,0.363125,0.217500,0.101250,0.045000
224,monitoring_system_1996.JPG,monitoring_system_1996.txt,0,0.793750,0.086667,0.085000,0.036667
225,monitoring_system_2539.JPG,monitoring_system_2539.txt,0,0.846875,0.090833,0.083750,0.038333
226,monitoring_system_1604.JPG,monitoring_system_1604.txt,0,0.366250,0.118333,0.087500,0.043333
227,monitoring_system_360.JPG,monitoring_system_360.txt,0,0.740000,0.799167,0.165000,0.065000
228,monitoring_system_2384.JPG,monitoring_system_2384.txt,0,0.728125,0.046667,0.088750,0.036667
229,parking_lot1_259.JPG,parking_lot1_259.txt,0,0.528952,0.489379,0.154718,0.078976
230,monitoring_system_2188.JPG,monitoring_system_2188.txt,0,0.738750,0.025000,0.080000,0.036667
231,monitoring_system_312.JPG,monitoring_system_312.txt,0,0.880000,0.025833,0.082500,0.038333
232,monitoring_system_141.JPG,monitoring_system_141.txt,0,0.864375,0.116667,0.093750,0.036667
233,cropped_parking_lot_251.JPG,cropped_parking_lot_251.txt,0,0.474943,0.510101,0.566059,0.247475
234,monitoring_system_2543.JPG,monitoring_system_2543.txt,0,0.289375,0.204167,0.101250,0.038333
235,monitoring_system_2179.JPG,monitoring_system_2179.txt,0,0.541875,0.627500,0.141250,0.071667
236,monitoring_system_2135.JPG,monitoring_system_2135.txt,0,0.843750,0.775000,0.137500,0.063333
237,monitoring_system_1540.JPG,monitoring_system_1540.txt,0,0.916250,0.119167,0.087500,0.038333
238,monitoring_system_1928.JPG,monitoring_system_1928.txt,0,0.449375,0.372500,0.106250,0.048333
239,monitoring_system_2054.JPG,monitoring_system_2054.txt,0,0.946875,0.113333,0.091250,0.036667
240,monitoring_system_2796.JPG,monitoring_system_2796.txt,0,0.285000,0.036667,0.077500,0.036667
241,monitoring_system_716.JPG,monitoring_system_716.txt,0,0.956250,0.190833,0.085000,0.041667
242,monitoring_system_1475.JPG,monitoring_system_1475.txt,0,0.633750,0.075833,0.082500,0.045000
243,monitoring_system_1917.JPG,monitoring_system_1917.txt,0,0.815625,0.065833,0.083750,0.038333
244,monitoring_system_928.JPG,monitoring_system_928.txt,0,0.186875,0.090000,0.108750,0.030000
245,monitoring_system_54.JPG,monitoring_system_54.txt,0,0.849375,0.890833,0.166250,0.068333
246,monitoring_system_676.JPG,monitoring_system_676.txt,0,0.843125,0.122500,0.078750,0.038333
247,monitoring_system_632.JPG,monitoring_system_632.txt,0,0.905000,0.111667,0.090000,0.036667
248,monitoring_system_292.JPG,monitoring_system_292.txt,0,0.148750,0.509167,0.120000,0.055000
249,parking_lot1_133.JPG,parking_lot1_133.txt,0,0.772212,0.598584,0.107537,0.057734
250,parking_lot1_488.JPG,parking_lot1_488.txt,0,0.819240,0.383715,0.085172,0.057190
251,parking_lot1_87.JPG,parking_lot1_87.txt,0,0.523438,0.595588,0.158395,0.074619
252,monitoring_system_754.JPG,monitoring_system_754.txt,0,0.774375,0.348333,0.108750,0.043333
253,monitoring_system_1507.JPG,monitoring_system_1507.txt,0,0.083125,0.540000,0.136250,0.050000
254,parking_lot1_541.JPG,parking_lot1_541.txt,0,0.515472,0.138072,0.113051,0.066993
255,monitoring_system_548.JPG,monitoring_system_548.txt,0,0.572500,0.560000,0.127500,0.053333
256,monitoring_system_1224.JPG,monitoring_system_1224.txt,0,0.182500,0.667500,0.152500,0.068333
257,monitoring_system_2568.JPG,monitoring_system_2568.txt,0,0.825000,0.398333,0.115000,0.046667
258,parking_lot1_251.JPG,parking_lot1_251.txt,0,0.199449,0.159314,0.158088,0.076797
259,monitoring_system_1483.JPG,monitoring_system_1483.txt,0,0.187500,0.687500,0.140000,0.068333
260,monitoring_system_349.JPG,monitoring_system_349.txt,0,0.608125,0.479167,0.123750,0.058333
261,monitoring_system_358.JPG,monitoring_system_358.txt,0,0.450625,0.669167,0.146250,0.061667
262,monitoring_system_1267.JPG,monitoring_system_1267.txt,0,0.225625,0.085833,0.088750,0.038333
263,parking_lot1_366.JPG,parking_lot1_366.txt,0,0.556526,0.559641,0.135723,0.076797
264,monitoring_system_1030.JPG,monitoring_system_1030.txt,0,0.680000,0.430833,0.115000,0.048333
265,monitoring_system_807.JPG,monitoring_system_807.txt,0,0.681250,0.064167,0.077500,0.038333
266,monitoring_system_462.JPG,monitoring_system_462.txt,0,0.312500,0.035000,0.075000,0.033333
267,monitoring_system_973.JPG,monitoring_system_973.txt,0,0.300625,0.644167,0.126250,0.065000
268,monitoring_system_1459.JPG,monitoring_system_1459.txt,0,0.520000,0.125833,0.092500,0.041667
269,parking_lot1_14.JPG,parking_lot1_14.txt,0,0.542586,0.641885,0.147672,0.100763
270,monitoring_system_501.JPG,monitoring_system_501.txt,0,0.455625,0.111667,0.083750,0.040000
271,monitoring_system_2079.JPG,monitoring_system_2079.txt,0,0.506250,0.420000,0.107500,0.053333
272,monitoring_system_343.JPG,monitoring_system_343.txt,0,0.883125,0.086667,0.081250,0.040000
273,monitoring_system_1102.JPG,monitoring_system_1102.txt,0,0.085000,0.059167,0.082500,0.035000
274,monitoring_system_2817.JPG,monitoring_system_2817.txt,0,0.790000,0.037500,0.080000,0.038333
275,monitoring_system_1112.JPG,monitoring_system_1112.txt,0,0.065000,0.436667,0.112500,0.046667
